Year,Month,Day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG,NowCast,AQI,Raw,AQI_CATEGORY,Temp_Category
2017,6,7,31.1,35.5,27.7,1002.7,77,1.27,5.5,1.1,3.5,0,7,0,6,0,54.55,141.8333333,53.625,SENSITIVE,hot
2017,6,8,29.5,36.1,24.8,1001.3,75,160.7833333,5,0.6,3.5,0,7,0,6,0,68.25,150,67.70833333,UNHEALTHY,great
2017,6,9,29.6,31.5,27.2,1001.1,81,213.9544444,5,1.1,5.4,0,7,0,6,0,50.32083333,130.0416667,50.875,SENSITIVE,great
2017,6,10,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,37.575,107.25,36.95833333,SENSITIVE,great
2017,6,11,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,15.29166667,55.625,13.95833333,MODERATE GOOD,great
2017,6,12,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,8.120833333,32.91666667,8.25,GOOD,great
2017,6,13,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,34.125,96.75,35.16666667,MODERATE GOOD,great
2017,6,14,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,37.65,103.4166667,37.125,SENSITIVE,great
2017,6,15,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,26.2125,81.08333333,25.91666667,MODERATE GOOD,great
2017,6,16,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,19.07083333,64.95833333,20,MODERATE GOOD,great
2017,6,17,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,38.5125,103.875,40,SENSITIVE,great
2017,6,18,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,37.04583333,104.75,36.16666667,SENSITIVE,great
2017,6,19,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,43.22916667,118.5833333,44,SENSITIVE,great
2017,6,20,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,48.95,129.4583333,49.75,SENSITIVE,great
2017,6,21,29,32.4,26.5,1000,81,240.54,5.3,1.9,5.4,0,7,0,6,0,49.8125,122.0833333,4.166666667,SENSITIVE,great
2017,6,22,29.6,32.4,27.4,1000.4,81,240.54,5.3,0.9,3.5,0,7,0,6,0,35.725,102.0416667,36.08333333,SENSITIVE,great
2017,6,23,29.7,34.5,27.2,999.8,75,240.54,5,0,5.8,0,7,0,6,0,30.27083333,90.04166667,29.66666667,MODERATE GOOD,great
2017,6,24,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,23.70833333,75.16666667,23.79166667,MODERATE GOOD,great
2017,6,25,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,11.20833333,43.41666667,10.41666667,GOOD,great
2017,6,26,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,7.595833333,85.28,7.916666667,MODERATE GOOD,great
2017,6,27,30.2,34,28,1001.6,74,163.4933333,5.3,2,5.4,0,7,0,6,0,8.491666667,35.41666667,8.291666667,GOOD,hot
2017,6,28,29.9,33.2,28.2,1002,76,137.8111111,5.3,2.4,5.4,0,7,0,6,0,11.2875,44.54166667,11.5,GOOD,great
2017,6,29,29.9,33.2,28,1000.5,80,9.4,4.8,0.9,3.5,0,7,0,6,0,13.25,51.625,13.04166667,MODERATE GOOD,great
2017,6,30,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,16.525,60.04166667,17.16666667,MODERATE GOOD,great
2017,7,1,29,31.8,27.5,998.5,83,5.59,4.5,2,5.4,0,14,0,8,0,15.30833333,56.33333333,15,MODERATE GOOD,great
2017,7,2,28.6,32.2,26.9,998.2,89,21.08,3.9,3.5,5.4,0,14,0,8,0,15.93333333,57.875,16.625,MODERATE GOOD,great
2017,7,3,28.1,30.2,26.5,998.3,88,41.15,3.7,1.9,5.4,0,14,0,8,0,32.82916667,93.58333333,33.33333333,MODERATE GOOD,great
2017,7,4,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,39.24583333,108.3333333,39.25,SENSITIVE,great
2017,7,5,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,27.64583333,84.70833333,27.79166667,MODERATE GOOD,great
2017,7,6,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,29.43333333,88.41666667,29.16666667,MODERATE GOOD,great
2017,7,7,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,33.5125,97.08333333,33.54166667,MODERATE GOOD,great
2017,7,8,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,34.775,100.125,34.45833333,SENSITIVE,great
2017,7,9,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,26.5875,81.58333333,26.83333333,MODERATE GOOD,great
2017,7,10,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,31.74166667,93.04166667,31.66666667,MODERATE GOOD,great
2017,7,11,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,34.14166667,98.79166667,35.04166667,MODERATE GOOD,great
2017,7,12,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,31.74583333,93.41666667,31.875,MODERATE GOOD,great
2017,7,13,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,27.1375,83.16666667,26.79166667,MODERATE GOOD,great
2017,7,14,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,23.67083333,75.375,19.54166667,MODERATE GOOD,great
2017,7,15,30.7,34,27.3,1001.1,68,314.5433333,5,2,5.4,0,14,0,8,0,29.675,88.54166667,13.625,MODERATE GOOD,hot
2017,7,16,31.8,35.8,28,999.1,68,263.3477778,5.3,2,3.5,0,14,0,8,0,31.2375,91.58333333,31.375,MODERATE GOOD,hot
2017,7,17,31.4,35.4,27.5,998.7,74,7.37,5,0.6,3.5,0,14,0,8,0,26.6,81.41666667,102.25,MODERATE GOOD,hot
2017,7,18,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,78.53708333,77.4,78.5705625,MODERATE GOOD,great
2017,7,19,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,13.4625,51.29166667,13.625,MODERATE GOOD,great
2017,7,20,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,21.8,71.25,22.20833333,MODERATE GOOD,great
2017,7,21,27.2,28.3,25.9,1001.1,91,9.4,3.7,0.4,1.9,0,14,0,8,0,17.6125,62.08333333,16.83333333,MODERATE GOOD,great
2017,7,22,29.2,32.6,26.2,1000.3,79,4.32,4.7,0,1.9,0,14,0,8,0,16.975,60.95833333,17.25,MODERATE GOOD,great
2017,7,23,27.7,31.3,26,999.1,86,24.38,3.7,1.1,3.5,0,14,0,8,0,18.75416667,64.95833333,18.875,MODERATE GOOD,great
2017,7,24,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,20.55833333,67.83333333,20.75,MODERATE GOOD,great
2017,7,25,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,32.875,95.45833333,33.16666667,MODERATE GOOD,great
2017,7,26,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,29.78333333,89.16666667,29.91666667,MODERATE GOOD,great
2017,7,27,30.2,33.4,24.9,1003,77,315.1333333,5.5,2.4,3.5,0,14,0,8,0,35.175,100.9166667,35.29166667,SENSITIVE,hot
2017,7,28,31.6,35,27,1003.7,71,264.1344444,5.6,0.6,3.5,0,14,0,8,0,46.18333333,122.1666667,46.5,SENSITIVE,hot
2017,7,29,29.8,32.4,27.5,1003.6,81,9.14,5,0,4.3,0,14,0,8,0,44.11666667,117.9583333,44.29166667,SENSITIVE,great
2017,7,30,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,60.4125,138.875,60.75,SENSITIVE,great
2017,7,31,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,50.1375,124,49.25,SENSITIVE,great
2017,8,1,30.4,33.6,28.2,1001.5,78,207.4366667,4.5,1.1,3.5,0,19,0,9,0,37.25,106.0833333,37.58333333,SENSITIVE,hot
2017,8,2,28.8,33.4,27.2,1000.6,89,31.24,4,0,3.5,0,19,0,9,0,44.2875,119.25,41.75,SENSITIVE,great
2017,8,3,29,33.4,26.7,998,86,122.94,4.3,0.6,3.5,0,19,0,9,0,53.54166667,133.1666667,8.75,SENSITIVE,great
2017,8,4,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,37.25416667,104.375,37.20833333,SENSITIVE,great
2017,8,5,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,22.7125,73.375,22.91666667,MODERATE GOOD,great
2017,8,6,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,37.0625,104.5833333,36.83333333,SENSITIVE,great
2017,8,7,29.4,32.4,26,1004.1,78,5.08,5.1,0.7,3.5,0,19,0,9,0,27.8625,84.58333333,27.875,MODERATE GOOD,great
2017,8,8,30.8,34.2,28.4,1003.4,73,193.4666667,5,1.1,3.5,0,19,0,9,0,37.49166667,105.6666667,37.625,SENSITIVE,hot
2017,8,9,29.3,33.8,28,1003.4,81,1.02,5.1,2.8,5.4,0,19,0,9,0,30.38333333,89.79166667,30.16666667,MODERATE GOOD,great
2017,8,10,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,24.29166667,76.625,24.20833333,MODERATE GOOD,great
2017,8,11,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,33.07916667,96.95833333,33.875,MODERATE GOOD,great
2017,8,12,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,28.00833333,84.91666667,28.20833333,MODERATE GOOD,great
2017,8,13,27.7,31.6,25.6,1004.6,89,0.51,4.5,0.6,3.5,0,19,0,9,0,34.73333333,99.66666667,34.95833333,MODERATE GOOD,great
2017,8,14,28.7,30.8,27.4,1004.7,86,19.56,4.7,0,4.3,0,19,0,9,0,48.08333333,125.0833333,50.66666667,SENSITIVE,great
2017,8,15,28.5,32,26.7,1003.4,87,13.72,4.3,0,4.3,0,19,0,9,0,40.25833333,110.9166667,38.20833333,SENSITIVE,great
2017,8,16,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,63.7375,148.3333333,19.25,SENSITIVE,great
2017,8,17,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,45.77916667,122.875,45.83333333,SENSITIVE,great
2017,8,18,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,26.675,82.54166667,25.79166667,MODERATE GOOD,great
2017,8,19,30.3,34,25.4,1004.4,70,0.25,5.5,2.8,5.4,0,19,0,9,0,20.95,68.5,21,MODERATE GOOD,hot
2017,8,20,30.6,33.5,27.5,1003.6,72,197.4433333,5.3,1.5,3.5,0,19,0,9,0,27.87916667,84.33333333,28,MODERATE GOOD,hot
2017,8,21,28.8,33.6,27.4,1002.3,87,17.78,4.5,0,4.3,0,19,0,9,0,41.425,111.625,43.91666667,SENSITIVE,great
2017,8,22,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,44.38333333,106.875,42.08333333,SENSITIVE,great
2017,8,23,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,24.49166667,77.79166667,24.125,MODERATE GOOD,great
2017,8,24,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,25.0125,78.58333333,17.5,MODERATE GOOD,great
2017,8,25,29,32.5,27.2,1000.8,87,28.19,5,0,4.3,0,19,0,9,0,27.71666667,84.45833333,27.79166667,MODERATE GOOD,great
2017,8,26,29.3,32.6,26,999.7,79,38.1,4.3,1.9,9.4,0,19,0,9,0,22.69166667,73.58333333,22.54166667,MODERATE GOOD,great
2017,8,27,29.7,33.4,25.4,1001,77,10.67,4.8,2,3.5,0,19,0,9,0,18.98333333,64.95833333,18.91666667,MODERATE GOOD,great
2017,8,28,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,20.72083333,68.95833333,22.08333333,MODERATE GOOD,great
2017,8,29,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,27.33333333,83.5,27.79166667,MODERATE GOOD,great
2017,8,30,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,25.70416667,79.625,24.75,MODERATE GOOD,great
2017,8,31,28.2,31.3,26.2,1004.4,89,29.21,4.5,0.7,3.5,0,19,0,9,0,28.35416667,86.125,28.66666667,MODERATE GOOD,great
2017,9,1,28.7,30.8,25.6,1004.2,85,138.43,4.8,0,3.5,0,15,0,9,0,19.05833333,64.54166667,18.45833333,MODERATE GOOD,great
2017,9,2,29.2,33,27,1002.1,77,174.8366667,5.1,1.1,3.5,0,15,0,9,0,21.7375,70.41666667,21.91666667,MODERATE GOOD,great
2017,9,3,28.5,33.9,26.6,1003.6,84,3.05,4.5,1.5,3.5,0,15,0,9,0,25.0375,78.20833333,24.83333333,MODERATE GOOD,great
2017,9,4,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,28.2375,85.125,29.54166667,MODERATE GOOD,great
2017,9,5,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,42.7375,119,42.75,SENSITIVE,great
2017,9,6,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,54.325,141.125,54.45833333,SENSITIVE,great
2017,9,7,30.4,34.8,28,1005.7,76,383.03,4.5,1.1,3.5,0,15,0,9,0,33.50833333,96.125,34.16666667,MODERATE GOOD,hot
2017,9,8,30.3,34.7,28,1006,76,383.03,4.8,2.8,5.4,0,15,0,9,0,22.82083333,74.04166667,21.08333333,MODERATE GOOD,hot
2017,9,9,29.7,32.4,27.8,1005.4,77,383.03,4.5,2,5.4,0,15,0,9,0,18.12083333,63.20833333,18.125,MODERATE GOOD,great
2017,9,10,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,22.9375,73.04166667,23.83333333,MODERATE GOOD,great
2017,9,11,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,54.99166667,128.0833333,55.29166667,SENSITIVE,great
2017,9,12,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,34.72916667,100.4166667,34.04166667,SENSITIVE,great
2017,9,13,28.9,32.6,26.4,1006.8,83,7.37,4.3,0,4.7,0,15,0,9,0,44.57916667,120.75,44.79166667,SENSITIVE,great
2017,9,14,29.3,32.5,27,1005.4,82,257.81,4.7,0,4.7,0,15,0,9,0,34.07083333,98.75,34.66666667,MODERATE GOOD,great
2017,9,15,29.6,33.4,26.9,1004,79,341.29,5,0,4.7,0,15,0,9,0,55.60833333,131.5416667,57.125,SENSITIVE,great
2017,9,16,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,53.74583333,124.5833333,9.041666667,SENSITIVE,great
2017,9,17,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,43.775,117.6666667,42.95833333,SENSITIVE,great
2017,9,18,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,17.975,60.875,17.20833333,MODERATE GOOD,great
2017,9,19,27.2,30,26.1,1002.2,91,12.7,4.2,1.7,7.6,0,15,0,9,0,15.87916667,57.41666667,16.625,MODERATE GOOD,great
2017,9,20,28.6,31,26,1004.5,86,38.86,3.9,2.8,5.4,0,15,0,9,0,23.25833333,74.625,22.95833333,MODERATE GOOD,great
2017,9,21,29.1,32.8,26,1005.2,79,2.29,5.3,1.9,3.5,0,15,0,9,0,27.35416667,83,27.83333333,MODERATE GOOD,great
2017,9,22,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,27.50833333,83.33333333,58.16666667,MODERATE GOOD,great
2017,9,23,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,91.3025,90.79166667,40.62,MODERATE GOOD,great
2017,9,24,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,82.43708333,81.01666667,78.02916667,MODERATE GOOD,great
2017,9,25,30.4,33.9,28.6,1003.6,83,4.83,4,0,4.7,0,15,0,9,0,62.58333333,151.7916667,19.70833333,UNHEALTHY,hot
2017,9,26,30.2,32.8,27.9,1004.5,84,0.25,4.3,0.9,3.5,0,15,0,9,0,77.42916667,162.5416667,80.33333333,UNHEALTHY,hot
2017,9,27,28.5,32.5,27.8,1005.8,90,3.3,4.2,0,4.7,0,15,0,9,0,82.19583333,162.5,80.58333333,UNHEALTHY,great
2017,9,28,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,40.44166667,98.29166667,36.83333333,MODERATE GOOD,great
2017,9,29,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,15.27083333,50.20833333,16.66666667,MODERATE GOOD,great
2017,9,30,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,36.11666667,103.3333333,36.375,SENSITIVE,great
2017,10,1,27.2,32.5,25.5,1006.8,92,24.89,3.9,0.6,3.5,0,9,0,1,0,46.7875,125.5416667,47.29166667,SENSITIVE,great
2017,10,2,29,33.2,25.4,1005.9,79,241.4633333,5,1.1,3.5,0,9,0,1,0,40.2875,105.5416667,42.08333333,SENSITIVE,great
2017,10,3,30.1,35,26,1006.2,74,313.6544444,4.7,0.6,3.5,0,9,0,1,0,74.88333333,151.0833333,72.70833333,UNHEALTHY,hot
2017,10,4,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,45.15416667,119.875,2.041666667,SENSITIVE,great
2017,10,5,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,49.4625,125.25,47.83333333,SENSITIVE,great
2017,10,6,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,60.08333333,143.4166667,59.5,SENSITIVE,great
2017,10,7,28.1,32.5,26.5,1006.5,81,1.78,4.2,1.5,3.5,0,9,0,1,0,21.25416667,70.45833333,21.16666667,MODERATE GOOD,great
2017,10,8,28.3,31.9,26,1006,77,0.76,5.3,4.6,5.4,0,9,0,1,0,13.4125,51.79166667,13,MODERATE GOOD,great
2017,10,9,27.1,29,25.8,1006.3,85,0.25,4,2.4,7.6,0,9,0,1,0,14.56666667,53,15,MODERATE GOOD,great
2017,10,10,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,28.325,86.125,29,MODERATE GOOD,great
2017,10,11,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,42.7875,116.5416667,43.83333333,SENSITIVE,great
2017,10,12,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,49.44583333,129.1666667,48.75,SENSITIVE,great
2017,10,13,30.6,34,27.7,1003.9,70,349.75,4.8,0.9,5.4,0,9,0,1,0,23.75833333,75.5,22.70833333,MODERATE GOOD,hot
2017,10,14,30.8,33.6,27.2,1004,69,349.75,5,3.3,9.4,0,9,0,1,0,18.80416667,63.45833333,19.29166667,MODERATE GOOD,hot
2017,10,15,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,66.30833333,133.625,70.5,SENSITIVE,great
2017,10,16,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,94.14583333,170.9166667,92.125,UNHEALTHY,great
2017,10,17,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,83.725,165.0833333,84.58333333,UNHEALTHY,great
2017,10,18,29.3,32.2,26.5,1006.7,75,349.75,4.7,2.4,7.6,0,9,0,1,0,54.05416667,115.4166667,50.16666667,SENSITIVE,great
2017,10,19,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,27.7125,79.66666667,27.33333333,MODERATE GOOD,great
2017,10,20,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,14.78333333,55.33333333,14.66666667,MODERATE GOOD,great
2017,10,21,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,10.975,44.54166667,10.70833333,GOOD,great
2017,10,22,24.6,28.5,22,1006.7,87,0.76,4.3,0,6.3,0,9,0,1,0,22.49166667,68.875,24.5,MODERATE GOOD,ok
2017,10,23,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,56.25833333,137.5833333,56.875,SENSITIVE,great
2017,10,24,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,72.82916667,156.9166667,73.5,UNHEALTHY,great
2017,10,25,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,94.95,171.6666667,96.625,UNHEALTHY,great
2017,10,26,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,70.8,155,71.25,UNHEALTHY,great
2017,10,27,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,91.325,169.5833333,90.91666667,UNHEALTHY,great
2017,10,28,25.9,30,21.4,1012,70,211.4925,3.7,0,6.3,0,9,0,1,0,80.19166667,163.8333333,79.83333333,UNHEALTHY,great
2017,10,29,24.9,30.4,20.5,1013.8,71,211.8840385,3.9,0,6.3,0,9,0,1,0,85.02083333,165.9583333,84.125,UNHEALTHY,ok
2017,10,30,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,78.1,139.52,51.525,SENSITIVE,great
2017,10,31,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,73.48541667,71.40833333,69.14583333,MODERATE GOOD,great
2017,11,1,25.1,30.5,20,1013.1,69,174.875,4,1.9,3.5,0,3,0,0,0,49.6,126.9583333,50.58333333,SENSITIVE,great
2017,11,2,26.2,31.1,21,1011,66,88.9,4,0.9,5.4,0,3,0,0,0,61.8375,136.4583333,62.95833333,SENSITIVE,great
2017,11,3,24.6,31.8,20.4,1011.3,72,88.9,4.2,1.3,7.6,0,3,0,0,0,67.45,142.5,65.33333333,SENSITIVE,ok
2017,11,4,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,45.53333333,117.7916667,44.5,SENSITIVE,great
2017,11,5,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,42.5875,117.5416667,43.375,SENSITIVE,great
2017,11,6,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,59.425,139.5416667,60.41666667,SENSITIVE,great
2017,11,7,28,32.4,22,1011.2,55,5.85,4.8,0.9,3.5,0,3,0,0,0,59.94583333,138.3333333,60.83333333,SENSITIVE,great
2017,11,8,25.7,32,21.6,1010.6,64,5.85,4.7,1.1,3.5,0,3,0,0,0,59.08333333,131.8333333,57.08333333,SENSITIVE,great
2017,11,9,25.7,31.2,21.2,1010.4,67,5.85,4.5,0.6,3.5,0,3,0,0,0,68.56666667,148.7083333,72.79166667,SENSITIVE,great
2017,11,10,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,73.31666667,141.2083333,71.16666667,SENSITIVE,great
2017,11,11,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,75.35833333,149.4583333,75.5,SENSITIVE,great
2017,11,12,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,81.4,157,80.54166667,UNHEALTHY,great
2017,11,13,27.2,32.8,21.6,1008.8,53,4.705,5.1,1.1,3.5,0,3,0,0,0,60.14583333,144.7083333,60.95833333,SENSITIVE,great
2017,11,14,26.3,30.6,21.6,1009.6,63,4.1325,4.5,0,3.5,0,3,0,0,0,54.32083333,134.4166667,52.16666667,SENSITIVE,great
2017,11,15,23.6,27.2,21.4,1011.3,78,3.56,3.4,0.9,3.5,0,3,0,0,0,53.98333333,134.75,53.5,SENSITIVE,ok
2017,11,16,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,28.26666667,85,28,MODERATE GOOD,great
2017,11,17,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,30.06666667,86.125,31.95833333,MODERATE GOOD,great
2017,11,18,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,46.3125,122.2916667,46.70833333,SENSITIVE,great
2017,11,19,26.4,31.4,21,1011.1,69,5.85,4.5,0,5.4,0,3,0,0,0,70.12916667,152.2083333,71.04166667,UNHEALTHY,great
2017,11,20,26.3,30.7,20.5,1011.3,61,5.85,4.5,1.1,3.5,0,3,0,0,0,110.4041667,181.2916667,115.1666667,UNHEALTHY,great
2017,11,21,23.9,29,20.2,1010.7,53,5.85,4.5,3.9,9.4,0,3,0,0,0,147.175,209.875,142.125,VERY UNHEALTHY,ok
2017,11,22,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,115.4708333,182.0416667,118.4166667,UNHEALTHY,great
2017,11,23,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,176.4833333,228.0833333,177.6666667,VERY UNHEALTHY,great
2017,11,24,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,148.1708333,206.0833333,147.0833333,VERY UNHEALTHY,great
2017,11,25,21.8,28.7,19,1013.6,62,5.85,3.9,3,9.4,0,3,0,0,0,149.3083333,206.5833333,147.6666667,VERY UNHEALTHY,ok
2017,11,26,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,145.5833333,204.625,145.8333333,VERY UNHEALTHY,great
2017,11,27,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,128.6541667,192.7916667,127.7916667,UNHEALTHY,great
2017,11,28,22.3,28,17.3,1012.7,62,5.85,2.9,0,5.4,0,3,0,0,0,241.325,291.0416667,248.8333333,VERY UNHEALTHY,ok
2017,11,29,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,246.45,299.0416667,241.5,VERY UNHEALTHY,great
2017,11,30,23.4,28.3,18.4,1011.9,56,19.43,3.7,0.9,3.5,0,3,0,0,0,152.4666667,212,148.6666667,VERY UNHEALTHY,ok
